patent	us_class
1281	425/394
1282	363/021.1
1282	363/034
1283	405/017
1283	405/016
1283	052/607
1283	052/747.12
1283	052/586.1
1284	405/111
1284	405/115
1285	052/101
1285	047/121
1285	047/132
1285	047/133
1286	202/176
1286	004/114.1
1286	004/144.1
1286	004/459
1286	159/016.1
1286	159/901
1286	159/905
1286	159/DIG.8
1286	202/197
1286	202/200
1286	202/202
1286	202/205
1286	202/238
1286	203/010
1286	203/040
1286	203/041
1286	203/049
1286	203/091
1286	203/DIG.4
1286	203/DIG.5
1286	203/100
1286	210/645
1286	210/766
1286	210/767
1287	210/758
1287	210/232
1287	426/067
1288	405/107
1288	405/052
1288	405/270
1288	405/109
1289	210/104
1289	210/188
1289	210/257.1
1289	210/521
1289	210/539
1289	210/540
1289	166/267
1289	166/075.12
1290	588/002
1290	588/315
1291	502/406
1291	210/660
1291	502/400
1291	502/416
1291	502/414
1291	502/407
1291	405/264
1292	210/719
1292	210/721
1292	210/720
1292	210/757
1292	210/758
1292	210/759
1292	210/724
1292	210/767
1293	165/104.28
1293	210/321.6
1293	210/243
1293	261/003
1294	159/016.2
1295	210/192
1296	210/710
1296	210/170.09
1296	210/170.05
1297	210/747.4
1297	210/757
1297	210/747.8
1298	210/747.4
1298	210/757
1298	210/747.8
1298	210/747.1
1299	423/210
1299	423/648.1
1299	422/004
1299	422/005
1299	422/120
1299	422/121
1299	422/122
1299	422/129
1299	210/600
1299	588/300
1299	588/301
1299	204/157.15
1299	204/164
1300	204/252
1300	204/253
1300	204/257
1300	205/746
1301	210/747.4
1301	210/173
1302	405/129.95
1303	210/637
1303	210/644
1303	210/641
1303	210/639
1303	210/259
1303	210/182
1303	210/202
1304	261/123
1304	261/124
1304	261/126
1304	210/101
1304	210/109
1304	210/137
1304	210/218
1304	210/220
1305	165/104.13
1305	165/104.31
1306	075/343
1306	422/186
1306	204/157.15
1306	205/687
1306	204/157.46
1306	977/840
1307	210/738
1307	210/210
1308	435/262
1309	423/210
1309	423/648.1
1309	422/004
1309	422/005
1309	422/120
1309	422/121
1309	422/122
1309	422/129
1309	210/600
1309	588/300
1309	588/301
1309	204/157.15
1309	204/164
1310	210/631
1310	210/295
1311	405/128.25
1312	427/136
1312	095/090
1312	210/660
1312	110/255
1312	048/197.R
1312	405/129.95
1312	172/001
1313	048/197.R
1313	048/201
1313	048/209
1313	048/210
1313	048/197.A
1313	252/373
1313	423/650
1313	423/651
1314	210/605
1314	210/151
1315	210/705
1316	210/693
1316	210/242.4
1317	210/605
1317	210/610
1317	210/137
1317	405/128.1
1318	210/748.02
1318	210/198.1
1319	405/129.95
1319	405/129.9
1319	405/129.45
1320	210/720
1320	210/198.1
1320	210/719
1320	210/192
1321	405/128.45
1321	111/014
1322	423/351
1322	423/658.2
1322	422/186
1322	422/127
1322	204/157.46
1322	205/432
1322	204/157.42
1322	204/157.41
1322	204/157.44
1323	166/369
1324	210/747.5
1324	210/767
1324	405/128.1
1324	405/016
1324	404/044
1325	705/500
1325	110/342
1325	110/345
1325	299/010
1325	588/300
1325	423/235
1325	166/308.1
1325	405/053
1325	166/268
1325	075/392
1325	210/747.5
1326	210/696
1326	071/012
1326	210/716
1326	210/724
1326	210/747
1326	210/764
1326	210/906
1326	210/912
1326	210/916
1326	405/129.25
1327	210/709
1327	210/719
1327	210/721
1327	210/724
1327	210/747
1327	210/759
1327	210/906
1327	210/908
1327	210/912
1328	405/129.95
1329	095/158
1329	203/032
1330	210/682
1330	588/313
1330	588/319
1330	588/320
1330	502/406
1330	210/681
1330	210/683
1330	210/688
1330	210/502.1
1331	405/129.95
1332	210/756
1332	210/764
1332	514/476
1332	514/561
1332	424/405
1333	210/666
1333	210/770
1334	423/402
1334	423/351
1334	423/400
1335	405/129.2
1336	166/369
1336	166/105
1337	210/721
1337	210/758
1337	210/170.7
1337	210/747
1337	210/192
1338	588/306
1338	422/186
1338	204/158.2
1338	210/748.16
1338	405/128.7
1339	405/129.95
1339	366/137.1
1340	435/177
1340	435/262
1340	435/289.1
1340	119/171
1341	210/102
1341	210/295
1341	210/259
1341	210/266
1342	435/165
1342	162/174
1342	568/840
1342	536/001.11
1342	162/055
1342	536/124
1342	426/074
1342	426/479
1342	426/495
1342	210/768
1342	210/770
1342	210/609
1343	062/064
1343	062/050.2
1343	062/053.2
1343	169/046
1343	128/200.24
1343	210/776
1343	423/210
1343	239/001
1343	405/130
1343	705/026
1344	210/668
1344	210/790
1344	210/748.1
1344	210/695
1344	210/261
1345	405/129.95
1346	210/683
1346	210/688
1347	205/742
1347	205/751
1347	204/275.1
1347	204/276
1348	405/129.9
1348	405/284
1349	588/252
1350	210/605
1350	210/170.8
1351	405/129.9
1351	405/129.95
1351	052/124.1
1351	052/125.2
1352	210/652
1352	166/075.11
1352	166/105
1352	166/265
1352	166/267
1352	210/137
1352	210/167.1
1352	210/195.1
1352	210/195.2
1352	210/257.1
1352	210/258
1352	210/321.66
1352	210/747
1352	210/805
1352	210/806
1352	210/257.2
1352	210/321.65
1352	210/739
1352	417/053
1352	417/076
1352	417/087
1352	417/151
1352	417/244
1353	405/129.15
1353	241/283
1354	210/614
1354	210/630
1354	210/631
1354	210/143
1354	210/205
1354	210/903
1355	435/262
1355	210/603
1355	435/290.4
1356	588/020
1356	210/170.1
1357	048/127.7
1357	048/197.R
1357	048/209
1358	210/758
1358	435/262.5
1359	210/138
1359	210/170.1
1359	210/170.11
1360	405/129.95
1360	405/129.5
1361	210/607
1361	210/170.3
1362	210/620
1362	210/621
1362	210/622
1362	210/630
1362	210/631
1363	210/652
1363	210/639
1363	210/723
1363	210/752
1363	210/753
1363	210/754
1364	435/293.1
1365	588/412
1365	241/065
1365	241/068
1365	110/259
1365	110/203
1366	210/689
1366	604/367
1366	602/043
1366	588/249
1366	521/151
1366	521/068
1367	422/028
1367	422/001
1367	422/184.1
1367	241/027
1368	210/607
1368	210/096.1
1369	405/129.1
1369	241/025
1369	241/024.1
1369	405/129.2
1369	405/129.95
1370	210/650
1370	210/321.84
1370	428/098
1370	428/188
1371	210/684
1371	521/030
1372	210/603
1372	435/289.1
1372	210/126
1372	210/134
1372	210/137
1372	210/609
1372	210/614
1372	210/601
1372	210/615
1373	210/607
1373	210/609
1373	210/614
1373	210/631
1373	210/709
1373	210/710
1373	210/724
1373	210/726
1373	210/764
1373	210/769
1373	210/906
1373	210/912
1373	210/916
1373	048/197.A
1374	210/630
1374	435/287.1
1374	435/286.1
1375	044/311
1375	210/712
1375	210/713
1376	210/170.7
1376	210/198.1
1376	210/747
1377	405/129.57
1377	405/129.85
1378	261/121.1
1378	210/600
1378	210/750
1379	405/128.75
1380	405/129.95
1381	422/030
1381	422/184.1
1381	423/645
1382	405/043
1382	405/129.85
1383	210/652
1383	204/542
1383	210/195.2
1383	210/195.3
1383	210/255
1383	210/714
1384	405/129.1
1384	588/407
1385	405/129.1
1385	588/017
1385	588/319
1385	588/407
1386	166/312
1386	166/057
1386	166/065.1
1386	166/090.1
1386	166/053
1386	405/128.4
1386	169/069
1387	210/741
1387	210/102
1387	210/143
1387	210/321.69
1387	210/739
1388	588/300
1388	588/410
1388	700/055
1389	210/719
1389	210/702
1390	210/605
1390	210/617
1390	210/151
1390	210/903
1391	405/128.75
1392	405/302.4
1392	405/302.6
1393	210/170.01
1394	034/060
1394	034/443
1395	210/708
1396	422/042
1396	422/041
1396	210/749
1396	210/925
1396	510/365
1396	510/366
1396	510/421
1396	510/422
1396	510/506
1396	510/188
1396	510/356
1397	405/128.75
1397	502/437
1397	588/315
1398	405/129.9
1398	405/129.57
1399	405/128.15
1399	405/128.1
1400	210/321.83
1400	210/321.76
1400	210/321.85
1401	588/318
1401	588/300
1401	588/400
1401	588/900
1401	588/405
1401	422/184.1
1401	422/062
1401	422/292
1401	422/307
1401	422/028
1402	204/555
1402	210/748
1402	204/571
1403	435/262
1403	071/008
1404	405/129.9
1404	210/758
1405	110/341
1405	110/229
1405	423/240.R
1405	422/188
1406	210/617
1406	210/694
1406	210/670
1406	210/678
1406	210/748
1406	210/265
1406	210/275
1407	210/733
1408	588/299
1408	588/300
1408	588/317
1408	588/318
1408	422/028
1408	422/184.1
1408	422/292
1409	210/637
1409	210/650
1409	210/652
1409	210/321.66
1409	210/170
1409	210/747
1409	210/257.2
1409	210/258
1409	166/267
1409	166/357
1410	422/184.1
1410	588/318
1411	405/302.4
1412	514/400
1412	514/642
1412	514/643
1412	514/554
1412	514/419
1413	204/252
1413	204/242
1413	204/263
1414	166/271
1414	166/268
1414	166/270
1414	166/270.2
1414	166/272.2
1414	405/129.35
1414	405/129.4
1415	405/128.7
1416	210/188
1417	405/129.95
1418	210/631
1419	366/241
1419	366/165.3
1419	366/279
1420	210/085
1420	210/143
1420	210/747
1420	210/739
1420	210/754
1420	210/266
1420	210/259
1420	210/170
1421	210/762
1422	588/316
1423	210/724
1423	210/739
1423	210/769
1424	405/129.5
1424	405/129.95
1424	405/129.85
1425	405/129.2
1426	588/252
1426	588/256
1426	588/260
1427	210/170
1428	405/129.1
1428	405/129.35
1428	405/129.45
1429	205/637
1429	205/688
1429	205/698
1429	210/603
1429	210/612
1429	210/613
1430	210/748
1431	210/646
1432	423/322
1432	210/710
1432	210/908
1433	210/532.2
1434	705/002
1435	405/129.1
1436	588/252
1437	588/252
1438	405/129.95
1439	405/129.95
1440	210/683
1441	521/025
1442	034/380
1443	405/128.8
1443	037/351
1443	588/251
1444	210/683
1445	423/055
1445	423/058
1445	210/913
1446	264/122
1446	264/109
1447	423/322
1448	210/759
1449	169/046
1449	510/513
1449	252/002
1450	405/128.5
1451	435/262
1451	435/262.5
1451	435/286.6
1451	435/287.5
1451	405/129.2
1451	405/129.5
1452	210/602
1452	210/170
1452	210/747
1453	034/443
1454	210/602
1455	423/080
1456	210/759
1457	405/129.2
1457	405/129.57
1457	405/129.1
1458	205/688
1458	204/242
1458	204/229.4
1459	210/603
1459	210/631
1459	210/188
1459	210/192
1460	422/003
1460	588/226
1460	422/062
1460	422/309
1460	422/184.1
1460	422/028
1461	210/175
1461	210/609
1461	210/603
1461	210/613
1462	405/128.5
1462	405/128.55
1463	210/739
1463	210/746
1463	210/747
1463	210/096.1
1463	405/037
1464	210/739
1464	210/096.1
1464	210/747
1464	210/746
1464	405/037
1465	405/128.5
1466	210/634
1466	210/639
1466	134/010
1466	134/040
1466	436/178
1467	210/610
1467	210/611
1468	405/129.25
1468	405/129.95
1469	405/129.95
1469	405/129.25
1470	405/129.25
1470	588/249
1470	405/129.95
1471	423/055
1472	210/747
1472	210/749
1472	210/754
1472	210/758
1472	405/037
1472	702/055
1473	405/258.1
1474	210/605
1474	210/614
1474	210/747
1474	210/139
1474	210/170
1474	210/221.2
1474	210/260
1474	210/532.1
1474	405/043
1474	405/051
1475	205/688
1476	210/170
1476	405/045
1477	588/236
1478	205/697
1479	405/129.1
1479	405/129.6
1479	405/129.75
1480	210/758
1481	585/240
1481	588/205
1481	588/201
1482	169/047
1482	169/049
1482	169/048
1482	169/046
1483	442/035
1483	442/381
1483	442/268
1484	435/262
1484	209/930
1484	241/028
1485	210/766
1486	405/129.2
1486	405/129.25
1486	405/129.45
1487	405/129.95
1487	405/128.15
1487	405/129.1
1487	405/128.7
1488	210/610
1488	210/747
1489	037/307
1490	037/317
1490	707/517
1490	707/530
1491	210/660
1492	405/129.9
1492	405/129.95
1492	405/129.45
1492	405/129.55
1492	241/023
1493	210/749
1494	210/636
1494	210/639
1494	210/641
1494	210/651
1494	210/721
1494	210/722
1494	210/724
1494	210/760
1494	210/806
1495	047/058.1
1495	047/009
1496	166/250.07
1496	166/263
1496	166/311
1496	166/312
1496	405/129.5
1496	405/129.95
1497	075/712
1497	800/295
1498	210/710
1498	210/712
1498	210/716
1498	210/723
1498	210/738
1498	210/770
1499	210/605
1499	210/151
1499	210/220
1499	210/259
1499	210/631
1500	405/129.5
1500	405/129.95
1501	210/634
1501	210/774
1501	210/747
1501	210/808
1501	175/066
1502	588/228
1502	431/002
1503	210/759
1503	210/766
1503	210/768
1503	210/774
1504	208/428
1504	208/435
1505	252/175
1505	252/184
1505	502/400
1506	210/764
1506	210/770
1506	210/790
1506	210/181
1507	588/256
1507	405/129.25
1507	405/129.65
1507	405/129.95
1507	588/252
1507	588/259
1508	702/006
1509	075/398
1509	075/399
1509	075/711
1510	210/688
1510	210/747
1510	210/912
1510	588/001
1510	588/020
1511	588/257
1511	588/252
1511	405/129
1512	210/732
1512	210/800
1512	210/808
1512	210/533
1512	210/536
1512	210/537
1512	210/123
1512	210/136
1512	210/241
1512	210/119
1513	210/605
1513	210/613
1513	210/614
1513	210/625
1513	210/903
1514	210/170.05
1514	210/170.11
1514	210/242.3
1514	210/923
1515	705/037
1516	165/045
1516	405/116
1516	405/114
1516	405/080
1516	244/013
1516	244/002
1516	414/507
1516	239/014.1
1517	405/302.4
1517	405/015
1517	405/284
1518	210/747.4
1518	405/052
1518	037/195
1518	096/155
1518	210/170.04
1518	095/260
1519	210/691
1519	210/483
1519	210/400
1519	210/416.1
1519	210/413
1519	210/184
1519	210/242.1
1519	210/660
1519	210/690
1520	441/001
1520	114/234
1521	405/060
1522	114/261
1522	114/264
1523	114/264
1524	210/708
1525	210/170.05
1526	405/061
1527	342/357.55
1527	342/463
1527	342/357.25
1528	514/044.R
1528	514/565
1529	405/063
1530	114/256
1530	114/257
1530	114/253
1531	210/170.11
1532	588/250
1532	249/001
1533	210/691
1533	210/170.01
1534	405/015
1534	405/064
1534	405/052
1535	210/085
1535	210/170.05
1535	210/242.4
1535	210/922
1536	405/025
1536	405/017
1536	405/303
1537	705/037
1537	705/035
1538	210/742
1538	210/744
1538	210/747.5
1538	210/774
1538	210/776
1538	210/923
1538	062/066
1538	062/533
1538	062/540
1539	405/052
1540	405/063
1541	106/713
1541	106/715
1541	114/294
1542	210/170.05
1542	137/565.01
1543	405/061
1543	405/063
1543	405/066
1544	210/747.5
1544	210/767
1544	405/128.1
1544	405/016
1544	404/044
1545	414/137.5
1545	175/060
1545	406/136
1546	405/063
1547	210/747
1547	210/170.3
1547	210/170.11
1548	210/143
1548	210/177
1548	210/198.1
1548	210/242.3
1548	210/923
1548	062/052.1
1549	405/030
1549	405/021
1549	405/025
1549	119/221
1549	119/234
1549	119/238
1550	405/210
1550	114/264
1551	114/230.13
1552	114/312
1552	114/050
1553	110/235
1553	110/346
1554	062/533
1554	062/052.1
1555	428/626
1555	428/411.1
1555	428/413
1555	428/474.4
1555	428/457
1555	428/332
1555	427/404
1555	427/405
1555	427/456
1555	427/449
1556	424/400
1556	428/141
1556	428/143
1557	114/026
1557	062/320
1558	405/014
1559	588/309
1559	588/313
1559	588/320
1559	588/252
1560	210/242.4
1560	210/485
1560	210/488
1560	210/502.1
1560	210/924
1561	405/063
1562	405/201
1562	175/005
1563	405/033
1563	405/030
1563	405/031
1563	405/025
1563	405/035
1564	405/195.1
1564	114/265
1565	114/264
1565	220/567.2
1565	210/170.11
1565	055/385.1
1566	210/143
1566	210/177
1566	210/198.1
1566	210/242.3
1566	210/923
1566	062/052.1
1567	062/533
1567	062/053.2
1567	062/052.1
1568	210/742
1568	210/744
1568	210/747
1568	210/776
1568	210/923
1568	062/066
1568	062/533
1568	062/540
1569	414/137.1
1569	414/803
1569	700/214
1569	901/001
1570	114/361
1570	073/053.1
1571	210/143
1571	210/177
1571	210/198.1
1571	210/242.3
1571	210/923
1571	062/052.1
1572	114/222
1573	405/224
1574	148/553
1574	148/433
1574	148/442
1574	148/538
1575	210/143
1575	210/198.1
1575	210/242.3
1575	210/177
1575	210/923
1575	062/052.1
1576	210/143
1576	210/177
1576	210/198.1
1576	210/242.3
1576	210/923
1576	062/052.1
1577	210/143
1577	210/177
1577	210/198.1
1577	210/242.3
1577	210/923
1577	062/052.1
1578	210/143
1578	210/177
1578	210/198.1
1578	210/242.3
1578	210/923
1578	062/052.1
1579	210/143
1579	210/177
1579	210/198.1
1579	210/242.3
1579	210/923
1579	015/321
1579	134/198
1579	062/052.1
1579	062/123
1579	062/293
1580	062/533
1580	062/050.1
1580	062/050.7
1580	705/500
1580	588/249
1581	241/024.16
1581	241/189.1
1581	241/191
1581	241/285.1
1581	241/079.2
1581	241/080
1581	241/024.1
1581	241/026
1582	052/169.13
1582	052/630
1582	052/300
1582	052/741.13
1582	052/745.19
1582	052/309.1
1583	114/361
1584	210/747
1584	210/242.3
1585	141/086
1585	141/311.A
1585	141/386
1585	114/343
1586	244/114.R
1586	405/136
1586	187/414
1586	405/195.1
1586	244/001.N
1586	405/218
1587	062/046.1
1587	062/123
1588	134/105
1589	134/105
1590	134/105
1591	210/170.1
1592	210/198.1
1592	210/923
1593	210/242.3
1593	210/923
1594	210/774
1594	210/739
1595	114/294
1595	106/736
1595	106/735
1596	405/025
1597	210/750
1597	210/764
1597	210/206
1597	210/205
1597	210/749
1597	210/198.1
1597	210/120
1597	210/143
1598	405/173
1599	212/270
1600	238/084
1600	524/423
1600	238/001
1600	405/231
1601	156/071
1602	210/242.4
1602	210/924
1603	405/018
1603	405/016
1603	405/017
1603	405/033
1604	114/125
1604	114/382
1605	405/023
1606	405/076
1607	405/068
1607	405/063
1608	441/005
1609	114/053
1609	414/137.3
1610	405/129.1
1611	405/129.1
1612	405/129.6
1613	210/242.1
1613	210/242.2
1613	210/242.4
1613	210/170
1614	405/302.7
1615	114/264
1616	588/249
1617	119/221
1617	405/216
1617	119/207
1618	406/154
1619	175/005
1620	239/526
1620	239/589
1620	239/533.12
1621	210/241
1622	210/724
1623	114/230.1
1624	405/118
1625	210/691
1625	210/242.4
1625	210/924
1626	114/264
1627	114/026
1628	114/026
1629	210/170
1629	210/747
1630	114/264
1631	588/256
1632	210/631
1632	210/202
1632	210/242.1
1633	701/016
1633	701/003
1633	340/961
1634	523/122
1634	106/018.36
1634	106/015.5
1634	524/588
1634	524/272
1634	524/322
1634	524/300
1635	239/399
1635	239/413
1636	114/274
1637	114/295
1638	507/209
1639	134/006
1639	015/256.6
1640	405/129.35
1640	405/129.55
1640	588/016
1640	588/017
1641	210/747
1641	210/776
1641	210/242.1
1641	210/924
1642	239/399
1643	210/748
1643	210/764
1643	210/192
1644	264/122
1644	264/109
1645	405/216
1645	405/211
1646	210/691
1646	210/242.4
1646	210/924
1647	114/382
1647	114/182
1648	414/137
1648	414/137.9
1648	406/121
1648	406/146
1648	406/197
1648	175/206
1649	405/229
1649	404/028
1649	404/031
1649	405/016
1649	405/025
1649	405/030
1649	405/032
1649	405/107
1649	405/258.1
1649	405/302.4
1649	405/302.6
1649	052/DIG.9
1650	210/748
1650	210/759
1651	440/002
1651	073/187
1651	440/038
1652	431/001
1653	114/257
1654	523/177
1654	427/385.5
1654	523/122
1655	210/096.1
1655	210/195.1
1655	210/241
1655	210/254
1655	210/257.1
1655	210/259
1655	210/266
1655	210/284
1656	249/171
1656	249/052
1656	249/176
1656	405/284
1657	405/229
1657	405/270
1657	405/271
1658	166/352
1658	166/354
1658	166/355
1658	405/224
1658	405/205
1659	210/747
1660	435/262.5
1661	405/229
1661	405/302.6
1661	052/DIG.9
1662	440/039
1662	073/181
1663	435/262.5
1663	435/254.11
1664	175/007
1664	166/338
1664	175/085
1664	166/352
1664	166/354
1664	166/355
1664	166/358
1665	588/205
1666	210/688
1666	210/691
1666	210/241
1666	210/257.1
1666	210/266
1666	210/284
1667	435/254.1
1667	435/262.5
1668	037/307
1669	037/317
1669	707/517
1669	707/530
1670	210/086
1670	210/091
1670	210/103
1670	210/104
1670	210/134
1670	210/137
1670	210/143
1670	210/513
1670	210/115
1671	114/343
1671	114/078
1672	405/284
1672	405/285
1672	405/286
1672	405/031
1673	405/128.1
1673	405/128.2
1673	405/128.75
1674	210/198.1
1675	366/186
1675	366/300
1675	366/321
1675	366/603
1676	588/256
1676	405/129.25
1676	405/129.65
1676	405/129.95
1676	588/252
1676	588/259
1677	114/295
1677	114/294
1677	052/165
1678	114/222
1678	015/001.7
1679	405/279
1679	405/274
1679	405/276
1679	405/281
1680	114/061
1680	441/004
1681	588/002
1681	588/315
1682	502/406
1682	210/660
1682	502/400
1682	502/416
1682	502/414
1682	502/407
1682	405/264
1683	210/719
1683	210/721
1683	210/720
1683	210/757
1683	210/758
1683	210/759
1683	210/724
1683	210/767
1684	165/104.28
1684	210/321.6
1684	210/243
1684	261/003
1685	159/016.2
1686	210/192
1687	210/710
1687	210/170.09
1687	210/170.05
1688	210/747.4
1688	210/757
1688	210/747.8
1689	210/747.4
1689	210/757
1689	210/747.8
1689	210/747.1
1690	423/210
1690	423/648.1
1690	422/004
1690	422/005
1690	422/120
1690	422/121
1690	422/122
1690	422/129
1690	210/600
1690	588/300
1690	588/301
1690	204/157.15
1690	204/164
1691	204/252
1691	204/253
1691	204/257
1691	205/746
1692	210/747.4
1692	210/173
1693	405/129.95
1694	210/637
1694	210/644
1694	210/641
1694	210/639
1694	210/259
1694	210/182
1694	210/202
1695	261/123
1695	261/124
1695	261/126
1695	210/101
1695	210/109
1695	210/137
1695	210/218
1695	210/220
1696	165/104.13
1696	165/104.31
1697	075/343
1697	422/186
1697	204/157.15
1697	205/687
1697	204/157.46
1697	977/840
1698	210/738
1698	210/210
1699	435/262
1700	423/210
1700	423/648.1
1700	422/004
1700	422/005
1700	422/120
1700	422/121
1700	422/122
1700	422/129
1700	210/600
1700	588/300
1700	588/301
1700	204/157.15
1700	204/164
1701	210/631
1701	210/295
1702	405/128.25
1703	427/136
1703	095/090
1703	210/660
1703	110/255
1703	048/197.R
1703	405/129.95
1703	172/001
1704	048/197.R
1704	048/201
1704	048/209
1704	048/210
1704	048/197.A
1704	252/373
1704	423/650
1704	423/651
1705	210/605
1705	210/151
1706	210/705
1707	210/693
1707	210/242.4
1708	210/605
1708	210/610
1708	210/137
1708	405/128.1
1709	210/748.02
1709	210/198.1
1710	405/129.95
1710	405/129.9
1710	405/129.45
1711	210/720
1711	210/198.1
1711	210/719
1711	210/192
1712	405/128.45
1712	111/014
1713	423/351
1713	423/658.2
1713	422/186
1713	422/127
1713	204/157.46
1713	205/432
1713	204/157.42
1713	204/157.41
1713	204/157.44
1714	166/369
1715	210/747.5
1715	210/767
1715	405/128.1
1715	405/016
1715	404/044
1716	705/500
1716	110/342
1716	110/345
1716	299/010
1716	588/300
1716	423/235
1716	166/308.1
1716	405/053
1716	166/268
1716	075/392
1716	210/747.5
1717	210/696
1717	071/012
1717	210/716
1717	210/724
1717	210/747
1717	210/764
1717	210/906
1717	210/912
1717	210/916
1717	405/129.25
1718	210/709
1718	210/719
1718	210/721
1718	210/724
1718	210/747
1718	210/759
1718	210/906
1718	210/908
1718	210/912
1719	405/129.95
1720	095/158
1720	203/032
1721	210/682
1721	588/313
1721	588/319
1721	588/320
1721	502/406
1721	210/681
1721	210/683
1721	210/688
1721	210/502.1
1722	405/129.95
1723	210/756
1723	210/764
1723	514/476
1723	514/561
1723	424/405
1724	210/666
1724	210/770
1725	423/402
1725	423/351
1725	423/400
1726	405/129.2
1727	166/369
1727	166/105
1728	210/721
1728	210/758
1728	210/170.7
1728	210/747
1728	210/192
1729	588/306
1729	422/186
1729	204/158.2
1729	210/748.16
1729	405/128.7
1730	405/129.95
1730	366/137.1
1731	435/177
1731	435/262
1731	435/289.1
1731	119/171
1732	210/102
1732	210/295
1732	210/259
1732	210/266
1733	435/165
1733	162/174
1733	568/840
1733	536/001.11
1733	162/055
1733	536/124
1733	426/074
1733	426/479
1733	426/495
1733	210/768
1733	210/770
1733	210/609
1734	062/064
1734	062/050.2
1734	062/053.2
1734	169/046
1734	128/200.24
1734	210/776
1734	423/210
1734	239/001
1734	405/130
1734	705/026
1735	210/668
1735	210/790
1735	210/748.1
1735	210/695
1735	210/261
1736	405/129.95
1737	210/683
1737	210/688
1738	205/742
1738	205/751
1738	204/275.1
1738	204/276
1739	405/129.9
1739	405/284
1740	588/252
1741	210/605
1741	210/170.8
1742	405/129.9
1742	405/129.95
1742	052/124.1
1742	052/125.2
1743	210/652
1743	166/075.11
1743	166/105
1743	166/265
1743	166/267
1743	210/137
1743	210/167.1
1743	210/195.1
1743	210/195.2
1743	210/257.1
1743	210/258
1743	210/321.66
1743	210/747
1743	210/805
1743	210/806
1743	210/257.2
1743	210/321.65
1743	210/739
1743	417/053
1743	417/076
1743	417/087
1743	417/151
1743	417/244
1744	405/129.15
1744	241/283
1745	210/614
1745	210/630
1745	210/631
1745	210/143
1745	210/205
1745	210/903
1746	435/262
1746	210/603
1746	435/290.4
1747	588/020
1747	210/170.1
1748	048/127.7
1748	048/197.R
1748	048/209
1749	210/758
1749	435/262.5
1750	210/138
1750	210/170.1
1750	210/170.11
1751	405/129.95
1751	405/129.5
1752	210/607
1752	210/170.3
1753	210/620
1753	210/621
1753	210/622
1753	210/630
1753	210/631
1754	210/652
1754	210/639
1754	210/723
1754	210/752
1754	210/753
1754	210/754
1755	435/293.1
1756	588/412
1756	241/065
1756	241/068
1756	110/259
1756	110/203
1757	210/689
1757	604/367
1757	602/043
1757	588/249
1757	521/151
1757	521/068
1758	422/028
1758	422/001
1758	422/184.1
1758	241/027
1759	210/607
1759	210/096.1
1760	405/129.1
1760	241/025
1760	241/024.1
1760	405/129.2
1760	405/129.95
1761	210/650
1761	210/321.84
1761	428/098
1761	428/188
1762	210/684
1762	521/030
1763	210/603
1763	435/289.1
1763	210/126
1763	210/134
1763	210/137
1763	210/609
1763	210/614
1763	210/601
1763	210/615
1764	210/607
1764	210/609
1764	210/614
1764	210/631
1764	210/709
1764	210/710
1764	210/724
1764	210/726
1764	210/764
1764	210/769
1764	210/906
1764	210/912
1764	210/916
1764	048/197.A
1765	210/630
1765	435/287.1
1765	435/286.1
1766	044/311
1766	210/712
1766	210/713
1767	210/170.7
1767	210/198.1
1767	210/747
1768	405/129.57
1768	405/129.85
1769	261/121.1
1769	210/600
1769	210/750
1770	405/128.75
1771	405/129.95
1772	422/030
1772	422/184.1
1772	423/645
1773	405/043
1773	405/129.85
1774	210/652
1774	204/542
1774	210/195.2
1774	210/195.3
1774	210/255
1774	210/714
1775	405/129.1
1775	588/407
1776	405/129.1
1776	588/017
1776	588/319
1776	588/407
1777	166/312
1777	166/057
1777	166/065.1
1777	166/090.1
1777	166/053
1777	405/128.4
1777	169/069
1778	210/741
1778	210/102
1778	210/143
1778	210/321.69
1778	210/739
1779	588/300
1779	588/410
1779	700/055
1780	210/719
1780	210/702
1781	210/605
1781	210/617
1781	210/151
1781	210/903
1782	405/128.75
1783	405/302.4
1783	405/302.6
1784	210/170.01
1785	034/060
1785	034/443
1786	210/708
1787	422/042
1787	422/041
1787	210/749
1787	210/925
1787	510/365
1787	510/366
1787	510/421
1787	510/422
1787	510/506
1787	510/188
1787	510/356
1788	405/128.75
1788	502/437
1788	588/315
1789	405/129.9
1789	405/129.57
1790	405/128.15
1790	405/128.1
1791	210/321.83
1791	210/321.76
1791	210/321.85
1792	588/318
1792	588/300
1792	588/400
1792	588/900
1792	588/405
1792	422/184.1
1792	422/062
1792	422/292
1792	422/307
1792	422/028
1793	204/555
1793	210/748
1793	204/571
1794	435/262
1794	071/008
1795	405/129.9
1795	210/758
1796	110/341
1796	110/229
1796	423/240.R
1796	422/188
1797	210/617
1797	210/694
1797	210/670
1797	210/678
1797	210/748
1797	210/265
1797	210/275
1798	210/733
1799	588/299
1799	588/300
1799	588/317
1799	588/318
1799	422/028
1799	422/184.1
1799	422/292
1800	210/637
1800	210/650
1800	210/652
1800	210/321.66
1800	210/170
1800	210/747
1800	210/257.2
1800	210/258
1800	166/267
1800	166/357
1801	422/184.1
1801	588/318
1802	405/302.4
1803	514/400
1803	514/642
1803	514/643
1803	514/554
1803	514/419
1804	204/252
1804	204/242
1804	204/263
1805	166/271
1805	166/268
1805	166/270
1805	166/270.2
1805	166/272.2
